"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","sumLogDrugConcNonZero_3","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
699,1e+05,53380,95132.6,5045,0.00261264,336,1113,0,3542.04,148858,759854,0.103665,0.00782446,0,0,389,0,53380,0,2862,126,0,99538,-2427.31,0,-338604,0,1,0,1,0,1
700,1e+05,47510,94888.9,5106,0.00294009,359,1262,0,5921.38,231722,1251660,0.263363,0.0130805,0,0,417,0,47510,0,3342,145,0,99538,-2347.28,0,-338604,0,1,0,1,0,1
701,1e+05,45572,94723.5,7089,0.00458838,598,2054,0,10734.5,303784,1659210,0.410246,0.0237128,0,0,683,0,45572,0,4883,220,0,99538,-3790.42,0,-338604,0,1,0,1,0,1
702,1e+05,48897,94716.2,11008,0.00756643,923,3413,0,22385.1,451328,2420550,0.542771,0.0494494,0,0,1060,0,48897,0,7896,378,0,99538,-6569.29,0,-338604,0,1,0,1,0,1
703,1e+05,58684,95048.2,18597,0.0136156,1696,6056,0,54346.8,624952,3433450,0.803445,0.120054,0,0,1937,0,58684,0,14014,657,0,99538,-11719,0,-338604,0,1,0,1,0,1
704,1e+05,72029,95837.6,30848,0.0254649,3465,11236,0,130429,472109,2908080,1.08888,0.288126,0,0,3991,0,72029,0,23711,1397,0,99538,-24728.2,0,-338604,0,1,0,1,0,1
705,1e+05,81827,96626.4,43990,0.0418152,5528,16971,0,198816,145796,1104240,0.826773,0.439209,0,0,6514,0,81827,0,34550,2220,0,99538,-39394.6,0,-338604,0,1,0,1,0,1
706,1e+05,85099,96880.1,50256,0.0532888,6907,20151,0,137461,25799.2,234808,0.268456,0.303674,0,0,8327,0,85099,0,39420,2740,0,99538,-49923.5,0,-338604,0,1,0,1,0,1
707,1e+05,83694,96643.9,47084,0.0499217,5915,17740,0,46160.7,6178.25,50794.1,0.0484433,0.101976,0,0,7344,0,83694,0,35369,2294,0,99538,-41819.9,0,-338604,0,1,0,1,0,1
708,1e+05,79116,96235.3,34132,0.032708,3788,11498,0,10665.4,4654.49,27382.7,0.0113345,0.0235616,0,0,4649,0,79116,0,23054,1342,0,99538,-24016.5,0,-338604,0,1,0,1,0,1
709,1e+05,72086,95839.6,17974,0.0138169,1525,5006,0,3303.01,11609.8,57457.3,0.00855364,0.00729661,0,0,1908,0,72086,0,10466,527,0,99538,-9449.27,0,-338605,0,1,0,1,0,1
710,1e+05,63132,95489.9,8292,0.00461769,546,1810,0,2492.56,45836,221458,0.0218706,0.00550617,0,0,667,0,63132,0,4415,168,0,99538,-3259.42,0,-338605,0,1,0,1,0,1
711,1e+05,54364,95184,5050,0.00251642,266,1007,0,3147.66,132032,666924,0.0844155,0.00695326,0,0,306,0,54364,0,2809,112,0,99538,-2035.07,0,-338605,0,1,0,1,0,1
712,1e+05,47737,94926,4765,0.00271671,298,1141,0,5052.94,220486,1182420,0.234297,0.0111621,0,0,344,0,47737,0,2983,116,0,99538,-2153.62,0,-338605,0,1,0,1,0,1
713,1e+05,45231,94740.3,6288,0.00380022,470,1729,0,9316.71,288776,1580090,0.389757,0.0205809,0,0,518,0,45231,0,4296,192,0,99538,-3373.7,0,-338605,0,1,0,1,0,1
714,1e+05,47320,94680.2,9988,0.00691036,867,3046,0,18175.6,419482,2254250,0.515405,0.0401504,0,0,963,0,47320,0,7148,366,0,99538,-6374.29,0,-338605,0,1,0,1,0,1
715,1e+05,56326,94934.8,16560,0.011754,1516,5318,0,45612.8,608358,3310760,0.748356,0.10076,0,0,1711,0,56326,0,12220,604,0,99538,-10170,0,-338605,0,1,0,1,0,1
716,1e+05,69521,95646,28079,0.0225875,3008,9949,0,110953,525989,3156100,1.06372,0.245103,0,0,3430,0,69521,0,21608,1228,0,99538,-21186,0,-338605,0,1,0,1,0,1
717,1e+05,80170,96483.2,41718,0.0388055,5049,16209,0,190219,187526,1366940,0.916535,0.420204,0,0,5862,0,80170,0,32478,2053,0,99538,-35590.1,0,-338605,0,1,0,1,0,1
718,1e+05,84822,96849.1,49672,0.0518075,6679,19733,0,153451,34643.9,309621,0.342382,0.338993,0,0,8045,0,84822,0,39036,2666,0,99538,-48165.2,0,-338605,0,1,0,1,0,1
719,1e+05,84046,96675.9,48523,0.0516625,6245,18538,0,57359.3,7360.88,63219.2,0.0651165,0.126716,0,0,7699,0,84046,0,36792,2404,0,99538,-43657.6,0,-338606,0,1,0,1,0,1
720,1e+05,80126,96279.2,36746,0.0363621,4258,12834,0,13633.7,4438.86,27470.8,0.0135586,0.030119,0,0,5232,0,80126,0,25623,1561,0,99538,-28696.8,0,-338606,0,1,0,1,0,1
721,1e+05,73397,95879.5,20614,0.0167544,1862,6007,0,3814.65,9419.61,47333.5,0.00812621,0.00842692,0,0,2347,0,73397,0,12468,596,0,99538,-11289.1,0,-338606,0,1,0,1,0,1
722,1e+05,64618,95524.4,9540,0.00566262,654,2166,0,2510.83,36677.2,176821,0.0177113,0.00554663,0,0,816,0,64618,0,5085,196,0,99538,-3883.16,0,-338606,0,1,0,1,0,1
723,1e+05,55821,95212.9,5447,0.0027288,285,1095,0,3055.44,115192,576052,0.0680155,0.00674959,0,0,334,0,55821,0,2988,89,0,99538,-1720.55,0,-338606,0,1,0,1,0,1
724,1e+05,48888,94948.5,4907,0.00271995,323,1146,0,4761.39,208361,1107980,0.205264,0.010518,0,0,363,0,48888,0,3143,113,0,99538,-2018.72,0,-338606,0,1,0,1,0,1
725,1e+05,45747,94754.5,6198,0.00377817,445,1674,0,8827.57,275634,1508990,0.367881,0.0195004,0,0,497,0,45747,0,4254,164,0,99538,-2703.98,0,-338606,0,1,0,1,0,1
726,1e+05,47126,94676.3,9378,0.00642742,789,2891,0,16868.4,390302,2103590,0.491286,0.0372629,0,0,893,0,47126,0,6715,294,0,99538,-4974.08,0,-338606,0,1,0,1,0,1
727,1e+05,54853,94869.3,15361,0.0109717,1424,4969,0,39679.1,583534,3153410,0.69732,0.0876526,0,0,1631,0,54853,0,11343,575,0,99538,-9930.34,0,-338606,0,1,0,1,0,1
728,1e+05,67724,95523.2,25971,0.0205371,2699,9198,0,99300.2,570904,3346580,1.02434,0.219364,0,0,3081,0,67724,0,19879,1045,0,99538,-18608.2,0,-338606,0,1,0,1,0,1
729,1e+05,79323,96390.4,39851,0.0359843,4759,15415,0,184887,236511,1660510,0.991585,0.408435,0,0,5580,0,79323,0,31275,1952,0,99538,-33950.4,0,-338606,0,1,0,1,0,1
730,1e+05,84778,96847.3,49032,0.0510658,6468,19565,0,168972,46681.8,406819,0.4279,0.373278,0,0,7712,0,84778,0,38643,2626,0,99538,-46840.7,0,-338606,0,1,0,1,0,1
731,1e+05,84675,96745,49528,0.0528377,6367,18916,0,71161.7,9043.97,80332.3,0.0876874,0.15721,0,0,7827,0,84675,0,37817,2506,0,99538,-43580.4,0,-338606,0,1,0,1,0,1
732,1e+05,81058,96364,39668,0.0397327,4542,13941,0,17559,4393.76,28755.1,0.016734,0.0387906,0,0,5642,0,81058,0,28005,1611,0,99538,-29536.2,0,-338606,0,1,0,1,0,1
733,1e+05,74995,95956.9,23150,0.0195044,2220,6895,0,4512.83,7775.14,39851.2,0.00802331,0.00996935,0,0,2723,0,74995,0,14279,725,0,99538,-13943.4,0,-338606,0,1,0,1,0,1
734,1e+05,66496,95593.9,10667,0.0067595,783,2593,0,2521.92,29136.2,140454,0.0145702,0.00557106,0,0,978,0,66496,0,5787,239,0,99538,-4515.14,0,-338606,0,1,0,1,0,1
735,1e+05,57226,95274.6,5731,0.00287093,319,1129,0,2880.3,98826,489635,0.0543603,0.00636268,0,0,367,0,57226,0,3073,107,0,99538,-2024.66,0,-338607,0,1,0,1,0,1
736,1e+05,49827,94999.2,4701,0.00251726,271,1050,0,4248.77,195127,1027850,0.177028,0.00938565,0,0,303,0,49827,0,2776,106,0,99538,-1926,0,-338607,0,1,0,1,0,1
737,1e+05,45679,94784.9,5645,0.00321474,385,1418,0,7502.93,263865,1443200,0.344277,0.0165743,0,0,423,0,45679,0,3660,159,0,99538,-2624.63,0,-338607,0,1,0,1,0,1
738,1e+05,45979,94667.4,8541,0.00574544,709,2557,0,13905.4,364161,1969550,0.469575,0.0307173,0,0,791,0,45979,0,6116,271,0,99538,-4429.74,0,-338607,0,1,0,1,0,1
739,1e+05,52576,94791.7,13589,0.00972117,1243,4316,0,33136.4,553108,2974780,0.651148,0.0731994,0,0,1399,0,52576,0,9860,505,0,99538,-8635.44,0,-338607,0,1,0,1,0,1
740,1e+05,64874,95350.1,23601,0.0178578,2397,8186,0,83111.5,604179,3469980,0.974842,0.183597,0,0,2730,0,64874,0,18017,990,0,99538,-16884.6,0,-338607,0,1,0,1,0,1
741,1e+05,76989,96218.7,36956,0.0328301,4369,14203,0,168748,291781,1975990,1.04785,0.372782,0,0,5046,0,76989,0,28994,1790,0,99538,-30179.3,0,-338607,0,1,0,1,0,1
742,1e+05,83656,96782.7,47794,0.0480446,6212,18804,0,179964,62828.9,531014,0.523046,0.39756,0,0,7385,0,83656,0,37644,2455,0,99538,-44159,0,-338607,0,1,0,1,0,1
743,1e+05,84623,96762,49870,0.0532052,6517,19406,0,84470.5,11415.3,103706,0.117733,0.186606,0,0,8055,0,84623,0,38278,2597,0,99538,-46325.5,0,-338608,0,1,0,1,0,1
744,1e+05,81586,96405.5,41667,0.042615,5055,14865,0,22271.3,4519.21,31379.4,0.0212183,0.0492006,0,0,6217,0,81586,0,29928,1875,0,99538,-34677.8,0,-338608,0,1,0,1,0,1
745,1e+05,75552,95997.3,25864,0.0225789,2494,8071,0,5417.99,6557.41,34462.5,0.00824396,0.0119688,0,0,3101,0,75552,0,16202,863,0,99538,-16312.8,0,-338608,0,1,0,1,0,1
746,1e+05,67573,95625.8,12146,0.0080552,950,3053,0,2581,23056.3,111395,0.0122334,0.00570156,0,0,1128,0,67573,0,6738,293,0,99538,-5863.98,0,-338608,0,1,0,1,0,1
747,1e+05,58344,95299.9,6170,0.00314675,358,1233,0,2738.26,83391.4,409740,0.0432262,0.00604889,0,0,427,0,58344,0,3305,109,0,99538,-1923.05,0,-338608,0,1,0,1,0,1
748,1e+05,50532,95017.4,4711,0.00255703,294,1035,0,3924.64,180714,942296,0.150309,0.0086696,0,0,341,0,50532,0,2845,116,0,99538,-2038.76,0,-338608,0,1,0,1,0,1
749,1e+05,45824,94795.8,5430,0.00324549,386,1365,0,7052.39,252958,1380030,0.318846,0.0155788,0,0,438,0,45824,0,3471,153,0,99538,-2722.5,0,-338608,0,1,0,1,0,1
750,1e+05,45558,94666.4,7897,0.00507295,652,2264,0,13083.6,341141,1851780,0.449399,0.028902,0,0,724,0,45558,0,5548,248,0,99538,-4345.15,0,-338609,0,1,0,1,0,1
751,1e+05,50862,94728.7,12752,0.00906266,1160,4076,0,27826.8,519579,2786940,0.610127,0.0614706,0,0,1313,0,50862,0,9242,439,0,99538,-7712.21,0,-338609,0,1,0,1,0,1
752,1e+05,62649,95219.4,21474,0.0161183,2134,7390,0,72660.5,624261,3522890,0.919244,0.16051,0,0,2424,0,62649,0,16313,833,0,99538,-14388.4,0,-338609,0,1,0,1,0,1
753,1e+05,75722,96081,35298,0.030547,4024,13171,0,156422,351438,2300280,1.0829,0.34555,0,0,4675,0,75722,0,27471,1656,0,99538,-28089.2,0,-338609,0,1,0,1,0,1
754,1e+05,83318,96736.8,46729,0.0471304,6221,18629,0,190189,84092.1,686608,0.624456,0.420149,0,0,7321,0,83318,0,36735,2503,0,99538,-44249.4,0,-338609,0,1,0,1,0,1
755,1e+05,84999,96812.4,50408,0.0538082,6586,19792,0,102573,14737.7,135394,0.156914,0.226595,0,0,8055,0,84999,0,39170,2613,0,99538,-47053,0,-338609,0,1,0,1,0,1
756,1e+05,82434,96487.3,43754,0.0455909,5473,16238,0,28742,4831.3,35613.3,0.0275101,0.063495,0,0,6714,0,82434,0,31933,2016,0,99538,-37090.4,0,-338609,0,1,0,1,0,1
757,1e+05,77086,96074.7,28717,0.0261815,3034,9295,0,6729,5673.97,30758.8,0.00881798,0.0148649,0,0,3769,0,77086,0,18576,1027,0,99538,-19338.8,0,-338609,0,1,0,1,0,1
758,1e+05,69284,95694.9,14092,0.0100484,1130,3728,0,2767.52,18243.4,88573.1,0.0105314,0.00611355,0,0,1374,0,69284,0,7949,367,0,99538,-6978.65,0,-338609,0,1,0,1,0,1
759,1e+05,60161,95362,6879,0.00361782,416,1426,0,2713.38,69263.3,337913,0.0343173,0.00599392,0,0,499,0,60161,0,3679,127,0,99538,-2433.99,0,-338609,0,1,0,1,0,1
760,1e+05,52058,95072.4,4881,0.00271915,311,1137,0,3740.5,165210,852386,0.12571,0.00826283,0,0,363,0,52058,0,2961,110,0,99538,-2113.6,0,-338609,0,1,0,1,0,1
761,1e+05,47003,94842.3,5282,0.00308517,409,1341,0,6688.56,242404,1316930,0.291743,0.0147752,0,0,463,0,47003,0,3421,156,0,99538,-2535.67,0,-338610,0,1,0,1,0,1
762,1e+05,45927,94695.8,7794,0.00497314,619,2195,0,12004.7,321110,1748980,0.429892,0.0265187,0,0,696,0,45927,0,5498,237,0,99538,-3880.98,0,-338610,0,1,0,1,0,1
763,1e+05,50592,94733.7,12017,0.00854663,1072,3748,0,25941.5,485092,2599740,0.574138,0.0573055,0,0,1187,0,50592,0,8693,434,0,99538,-7196.04,0,-338610,0,1,0,1,0,1
764,1e+05,61523,95153.5,20516,0.0154253,2042,7018,0,64409.3,630876,3508040,0.861135,0.142283,0,0,2332,0,61523,0,15564,826,0,99538,-14387.5,0,-338610,0,1,0,1,0,1
765,1e+05,74536,96000.6,33311,0.028211,3844,12325,0,148321,412695,2616990,1.09617,0.327649,0,0,4447,0,74536,0,25748,1544,0,99538,-26238.3,0,-338610,0,1,0,1,0,1
766,1e+05,82979,96723.6,45747,0.0448922,5795,17989,0,199740,111470,877108,0.727517,0.441246,0,0,6817,0,82979,0,36062,2379,0,99538,-41467.6,0,-338610,0,1,0,1,0,1
767,1e+05,85372,96881.2,50594,0.0537527,6731,20024,0,121059,19371.8,178016,0.206772,0.267438,0,0,8154,0,85372,0,39482,2674,0,99538,-48747.4,0,-338610,0,1,0,1,0,1
768,1e+05,83303,96591.9,45505,0.0476367,5762,17020,0,36773.1,5364.86,41879.6,0.036287,0.0812355,0,0,7045,0,83303,0,33863,2183,0,99538,-39998.3,0,-338610,0,1,0,1,0,1
769,1e+05,78465,96177.3,31286,0.0293602,3355,10332,0,8419.13,5055.87,28456.1,0.00981114,0.0185987,0,0,4137,0,78465,0,20752,1175,0,99538,-21775.1,0,-338610,0,1,0,1,0,1
770,1e+05,71101,95788.2,16195,0.0119152,1295,4332,0,2965.71,14493,70921,0.00933552,0.00655151,0,0,1575,0,71101,0,9358,395,0,99538,-7717.44,0,-338610,0,1,0,1,0,1
771,1e+05,62093,95446.3,7605,0.00419468,471,1661,0,2587.92,56701.3,275061,0.0273067,0.00571681,0,0,548,0,62093,0,4093,155,0,99538,-2919.84,0,-338610,0,1,0,1,0,1
772,1e+05,53746,95148.6,5090,0.00260848,299,1034,0,3497.5,148858,759854,0.103665,0.00772604,0,0,344,0,53746,0,2904,123,0,99538,-2407.34,0,-338610,0,1,0,1,0,1
773,1e+05,47991,94903.7,5183,0.00311428,340,1271,0,5854.31,231722,1251660,0.263363,0.0129323,0,0,386,0,47991,0,3416,144,0,99538,-2708.43,0,-338610,0,1,0,1,0,1
774,1e+05,46277,94744.4,7183,0.00455824,542,1991,0,11248.1,303784,1659210,0.410246,0.0248473,0,0,607,0,46277,0,5027,200,0,99538,-3243.16,0,-338610,0,1,0,1,0,1
775,1e+05,49508,94736.8,11132,0.00780774,1022,3458,0,22527.8,451328,2420550,0.542771,0.0497646,0,0,1134,0,49508,0,7995,394,0,99538,-6791.02,0,-338610,0,1,0,1,0,1
776,1e+05,59266,95078,18394,0.0136558,1800,6214,0,55642.2,624952,3433450,0.803445,0.122916,0,0,2043,0,59266,0,13863,719,0,99538,-11834.3,0,-338610,0,1,0,1,0,1
777,1e+05,72396,95867,31083,0.0255321,3345,11361,0,131885,472109,2908080,1.08888,0.291344,0,0,3849,0,72396,0,24153,1366,0,99538,-23394.6,0,-338610,0,1,0,1,0,1
778,1e+05,81972,96647.6,44087,0.0424462,5523,17177,0,199586,145796,1104240,0.826773,0.440909,0,0,6474,0,81972,0,34610,2236,0,99538,-39225.6,0,-338610,0,1,0,1,0,1
779,1e+05,85309,96901.8,50746,0.0533866,6801,20104,0,139505,25799.2,234807,0.268456,0.308185,0,0,8214,0,85309,0,39855,2709,0,99538,-47486.9,0,-338610,0,1,0,1,0,1
780,1e+05,84013,96661.7,47345,0.0507301,5991,18012,0,46325.5,6178.26,50794.1,0.0484433,0.102341,0,0,7425,0,84013,0,35599,2290,0,99538,-40620.7,0,-338610,0,1,0,1,0,1
781,1e+05,79443,96253.1,34281,0.0328504,3846,11571,0,10791.1,4654.49,27382.7,0.0113345,0.0238385,0,0,4720,0,79443,0,23474,1349,0,99538,-24316,0,-338610,0,1,0,1,0,1
782,1e+05,72461,95856.8,18218,0.0140651,1519,5021,0,3331.18,11609.8,57457.3,0.00855364,0.00735883,0,0,1877,0,72461,0,10669,483,0,99538,-8810.69,0,-338611,0,1,0,1,0,1
783,1e+05,63557,95506.9,8581,0.00484258,542,1896,0,2528.2,45836,221457,0.0218706,0.0055849,0,0,683,0,63557,0,4480,184,0,99538,-3435.25,0,-338611,0,1,0,1,0,1
784,1e+05,54853,95201.4,5096,0.00267115,303,1140,0,3244.25,132032,666924,0.0844155,0.00716664,0,0,344,0,54853,0,2888,102,0,99538,-1922.26,0,-338611,0,1,0,1,0,1
785,1e+05,48345,94945.5,4875,0.0028117,349,1154,0,5273.5,220486,1182420,0.234297,0.0116493,0,0,399,0,48345,0,3114,142,0,99538,-2396.22,0,-338611,0,1,0,1,0,1
786,1e+05,45799,94761.5,6533,0.0039982,500,1806,0,9550.46,288776,1580090,0.389757,0.0210972,0,0,566,0,45799,0,4568,195,0,99538,-3462.63,0,-338611,0,1,0,1,0,1
787,1e+05,47873,94707.7,10096,0.00691281,897,3056,0,18810.6,419482,2254250,0.515405,0.0415532,0,0,996,0,47873,0,7111,360,0,99538,-6426.03,0,-338611,0,1,0,1,0,1
788,1e+05,56626,94958,16582,0.0118006,1574,5329,0,45657.4,608358,3310770,0.748356,0.100859,0,0,1788,0,56626,0,12351,639,0,99538,-10909.3,0,-338611,0,1,0,1,0,1
789,1e+05,69649,95665.2,28206,0.0225621,2984,9925,0,111400,525989,3156100,1.06372,0.246089,0,0,3447,0,69649,0,21613,1142,0,99538,-20037.3,0,-338611,0,1,0,1,0,1
790,1e+05,80224,96500.4,41449,0.0383335,5112,16147,0,191576,187527,1366940,0.916535,0.423212,0,0,5985,0,80224,0,32356,2123,0,99538,-37252.7,0,-338611,0,1,0,1,0,1
791,1e+05,84682,96855.7,49664,0.0521297,6548,19814,0,152301,34643.9,309621,0.342382,0.336455,0,0,7867,0,84682,0,38984,2689,0,99538,-47353.3,0,-338611,0,1,0,1,0,1
792,1e+05,84097,96682,47931,0.051526,6224,18425,0,57073.6,7360.87,63219.1,0.0651165,0.126084,0,0,7617,0,84097,0,36277,2405,0,99538,-44491.8,0,-338611,0,1,0,1,0,1
793,1e+05,79952,96284.6,36804,0.0365377,4114,12635,0,13585.3,4438.85,27470.8,0.0135586,0.0300121,0,0,5082,0,79952,0,25518,1531,0,99538,-27829.9,0,-338611,0,1,0,1,0,1
794,1e+05,73267,95885,20657,0.0165711,1842,6043,0,3800.63,9419.6,47333.4,0.00812621,0.00839593,0,0,2296,0,73267,0,12217,596,0,99538,-11863.8,0,-338611,0,1,0,1,0,1
795,1e+05,64670,95528.4,9542,0.00570114,660,2191,0,2486.95,36677.2,176821,0.0177113,0.00549378,0,0,801,0,64670,0,4992,199,0,99538,-3949.15,0,-338611,0,1,0,1,0,1
796,1e+05,55825,95216.8,5371,0.00272699,321,1053,0,3028.03,115192,576052,0.0680155,0.00668901,0,0,368,0,55825,0,2952,110,0,99538,-1929.72,0,-338611,0,1,0,1,0,1
797,1e+05,48827,94950.8,4917,0.00270813,298,1081,0,4656.34,208361,1107980,0.205264,0.0102859,0,0,314,0,48827,0,3073,121,0,99538,-2141.06,0,-338611,0,1,0,1,0,1
798,1e+05,45628,94756.1,6101,0.00366411,481,1665,0,8750.11,275634,1508990,0.367881,0.0193291,0,0,524,0,45628,0,4192,187,0,99538,-3501.13,0,-338611,0,1,0,1,0,1
799,1e+05,47081,94677.4,9387,0.00622832,829,2830,0,16836.6,390302,2103590,0.491286,0.0371927,0,0,940,0,47081,0,6784,298,0,99538,-5253.66,0,-338611,0,1,0,1,0,1
800,1e+05,54737,94868,15190,0.0111024,1458,4947,0,39456.3,583534,3153410,0.69732,0.0871606,0,0,1658,0,54737,0,11204,568,0,99538,-9952.56,0,-338611,0,1,0,1,0,1
801,1e+05,67812,95524.4,26075,0.0202321,2697,9163,0,99586.7,570904,3346580,1.02434,0.219993,0,0,3068,0,67812,0,19981,1106,0,99538,-18808.4,0,-338611,0,1,0,1,0,1
802,1e+05,79005,96382.9,40043,0.0365745,4887,15368,0,182885,236511,1660500,0.991585,0.404013,0,0,5664,0,79005,0,31518,1960,0,99538,-34118.8,0,-338611,0,1,0,1,0,1
803,1e+05,84421,96850.4,48945,0.0506754,6633,19684,0,171225,46681.8,406820,0.4279,0.378264,0,0,7981,0,84421,0,38596,2709,0,99538,-47670.8,0,-338612,0,1,0,1,0,1
804,1e+05,84480,96747,49424,0.0533082,6429,19269,0,71110.6,9043.98,80332.5,0.0876874,0.157098,0,0,7929,0,84480,0,37857,2514,0,99538,-45127.8,0,-338612,0,1,0,1,0,1
805,1e+05,81031,96365.8,39350,0.0398731,4583,13946,0,17589,4393.76,28755.1,0.016734,0.0388564,0,0,5652,0,81031,0,27763,1658,0,99538,-30447.8,0,-338613,0,1,0,1,0,1
806,1e+05,74862,95959.1,23237,0.0193882,2300,6892,0,4519.6,7775.14,39851.2,0.00802331,0.00998437,0,0,2839,0,74862,0,14199,759,0,99538,-14285.4,0,-338613,0,1,0,1,0,1
807,1e+05,66389,95594.8,10966,0.00697908,711,2625,0,2510.18,29136.2,140454,0.0145702,0.00554514,0,0,880,0,66389,0,5940,236,0,99538,-4426.05,0,-338613,0,1,0,1,0,1
808,1e+05,57285,95276.1,5740,0.00296264,333,1167,0,2925.89,98826.1,489635,0.0543603,0.00646345,0,0,398,0,57285,0,3097,119,0,99538,-2058.76,0,-338613,0,1,0,1,0,1
809,1e+05,49965,95002,4849,0.00255761,308,1085,0,4335.28,195127,1027850,0.177028,0.00957673,0,0,344,0,49965,0,2934,111,0,99538,-1867.42,0,-338613,0,1,0,1,0,1
810,1e+05,45879,94790.8,5697,0.00337481,406,1508,0,7748.03,263865,1443200,0.344277,0.0171156,0,0,443,0,45879,0,3863,147,0,99538,-2383.62,0,-338613,0,1,0,1,0,1
811,1e+05,46421,94683,8621,0.00570202,722,2568,0,14716.7,364161,1969550,0.469575,0.0325096,0,0,821,0,46421,0,6142,277,0,99538,-4837.6,0,-338613,0,1,0,1,0,1
812,1e+05,53132,94806.6,14016,0.0099985,1275,4460,0,33325.2,553108,2974780,0.651148,0.0736164,0,0,1438,0,53132,0,10227,516,0,99538,-9283.61,0,-338613,0,1,0,1,0,1
813,1e+05,65448,95379.9,24011,0.0181177,2434,8420,0,85547.6,604179,3469980,0.974842,0.18898,0,0,2764,0,65448,0,18171,1019,0,99538,-17124.1,0,-338613,0,1,0,1,0,1
814,1e+05,77619,96248.1,37612,0.0332784,4361,14131,0,171200,291781,1975980,1.04785,0.378199,0,0,5025,0,77619,0,29346,1775,0,99538,-31481.5,0,-338613,0,1,0,1,0,1
815,1e+05,83977,96805.1,48103,0.048425,6236,19214,0,181413,62828.9,531015,0.523046,0.400768,0,0,7497,0,83977,0,37834,2486,0,99538,-43377.5,0,-338613,0,1,0,1,0,1
816,1e+05,84828,96784.1,49877,0.0534312,6464,19410,0,85255.8,11415.3,103706,0.117733,0.188339,0,0,7900,0,84828,0,38592,2490,0,99538,-44990.2,0,-338613,0,1,0,1,0,1
817,1e+05,81695,96425.9,41497,0.0426795,5145,14989,0,22446.5,4519.21,31379.4,0.0212183,0.0495876,0,0,6365,0,81695,0,29990,1890,0,99538,-34686.1,0,-338613,0,1,0,1,0,1
818,1e+05,75870,96015.3,25614,0.0225155,2469,7933,0,5435.18,6557.42,34462.5,0.00824396,0.0120069,0,0,3037,0,75870,0,16182,824,0,99538,-15799.7,0,-338613,0,1,0,1,0,1
819,1e+05,67735,95643.4,12281,0.00821974,983,3101,0,2590.06,23056.3,111395,0.0122334,0.00572156,0,0,1184,0,67735,0,6709,278,0,99538,-5074.27,0,-338613,0,1,0,1,0,1
820,1e+05,58513,95317.3,6091,0.00316511,345,1238,0,2781.16,83391.3,409740,0.0432262,0.00614367,0,0,408,0,58513,0,3194,102,0,99538,-1991.29,0,-338613,0,1,0,1,0,1
821,1e+05,50820,95034.1,4619,0.00242149,288,1078,0,3903.84,180714,942296,0.150309,0.00862368,0,0,325,0,50820,0,2756,107,0,99538,-1817.7,0,-338613,0,1,0,1,0,1
822,1e+05,46037,94808.2,5386,0.00329415,389,1401,0,6794.99,252958,1380030,0.318846,0.0150102,0,0,432,0,46037,0,3563,152,0,99538,-2577.87,0,-338613,0,1,0,1,0,1
823,1e+05,45599,94678.2,7732,0.00495476,603,2224,0,13045.6,341141,1851780,0.449399,0.028818,0,0,673,0,45599,0,5444,246,0,99538,-4469.72,0,-338613,0,1,0,1,0,1
824,1e+05,50592,94734.6,12544,0.00917276,1115,4049,0,27421.2,519579,2786940,0.610127,0.0605742,0,0,1271,0,50592,0,9321,464,0,99538,-7718.13,0,-338613,0,1,0,1,0,1
825,1e+05,62306,95228.4,21341,0.0160435,2122,7278,0,73196,624261,3522890,0.919244,0.161695,0,0,2422,0,62306,0,16085,867,0,99538,-15488.8,0,-338613,0,1,0,1,0,1
826,1e+05,75293,96085.4,34996,0.0299651,4121,13152,0,155991,351438,2300280,1.0829,0.344595,0,0,4733,0,75293,0,27222,1668,0,99538,-28790.1,0,-338613,0,1,0,1,0,1
827,1e+05,83123,96731,46573,0.0463454,6010,18647,0,187680,84092.1,686609,0.624456,0.414607,0,0,7155,0,83123,0,36696,2431,0,99538,-42872.4,0,-338613,0,1,0,1,0,1
828,1e+05,84710,96804.5,50114,0.053271,6642,19584,0,101561,14737.7,135394,0.156914,0.224361,0,0,8070,0,84710,0,38824,2644,0,99538,-47099.2,0,-338613,0,1,0,1,0,1
829,1e+05,82139,96479.3,43444,0.0454053,5317,16182,0,28479.8,4831.3,35613.4,0.0275101,0.0629153,0,0,6540,0,82139,0,31686,2026,0,99538,-37433.1,0,-338614,0,1,0,1,0,1
830,1e+05,76762,96067,28484,0.0256936,2990,9158,0,6660.08,5673.97,30758.8,0.00881798,0.0147126,0,0,3665,0,76762,0,18388,998,0,99538,-19352.1,0,-338614,0,1,0,1,0,1
831,1e+05,68987,95687.1,14118,0.00963843,1096,3622,0,2716.72,18243.4,88573.2,0.0105314,0.00600139,0,0,1339,0,68987,0,7979,341,0,99538,-6621.32,0,-338614,0,1,0,1,0,1
