"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","sumLogDrugConcNonZero_3","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
375,1e+05,62649,95508,24534,0.0213797,3041,9527,29228.6,69899.2,604179,3469980,0.974842,0.218979,0,0,3397,26299,50809,5811,14374,1219,0,99538,-21332.8,0,-338539,0.294857749289301,0.705142250710699,0.341067074752295,0.658932925247705,0.287887044835274,0.712112955164726
376,1e+05,76276,96445.4,38505,0.0388783,5438,16123,57422.8,144435,291781,1975990,1.04785,0.445925,0,0,6204,34550,65600,9595,23909,2162,0,99538,-38294.2,0,-338540,0.284471543829369,0.715528456170631,0.344982526210684,0.655017473789316,0.286383715377268,0.713616284622732
377,1e+05,83130,97013.3,48868,0.0556516,7469,20913,58441.9,152626,62828.9,531014,0.523046,0.466281,0,0,8872,39303,74518,11898,31720,2998,0,99538,-52427.1,0,-338542,0.276886726972695,0.723113273027305,0.34530534787078,0.65469465212922,0.272777293777798,0.727222706222202
378,1e+05,83843,96982.7,50421,0.0599533,7605,21093,25822,71352.6,11415.3,103706,0.117733,0.214677,0,0,9234,38603,76479,11556,32588,2963,0,99538,-53021.3,0,-338542,0.265727875391306,0.734272124608694,0.335439078222485,0.664560921777515,0.261779630300834,0.738220369699166
379,1e+05,80368,96611.2,42092,0.0483453,5667,16364,6259.41,18730,4519.21,31379.4,0.0212183,0.0552072,0,0,6961,33665,73169,7867,25290,2095,0,99538,-38353.4,0,-338542,0.250482504388859,0.749517495611141,0.315115038283692,0.684884961716308,0.237265132551196,0.762734867448804
380,1e+05,74279,96190.3,26412,0.0258478,2968,8873,1427.93,4630.4,6557.42,34462.6,0.00824396,0.0133836,0,0,3586,27620,66441,3689,13957,991,0,99538,-18247.6,0,-338542,0.23569696599558,0.76430303400442,0.293639234114032,0.706360765885968,0.209055876685934,0.790944123314065
381,1e+05,65930,95812.3,12573,0.00972752,1130,3457,636.635,2316.68,23056.3,111395,0.0122334,0.00652409,0,0,1343,21615,57763,1315,6004,348,0,99538,-6461.09,0,-338546,0.21556623658499,0.78443376341501,0.272304668799919,0.727695331200081,0.179669353736849,0.820330646263151
382,1e+05,56696,95484.8,6332,0.00398264,443,1551,639.125,2654.62,83391.4,409741,0.0432262,0.00727603,0,0,543,16728,48672,639,2944,146,0,99538,-2560.83,0,-338546,0.194042040291522,0.805957959708478,0.255779816513761,0.744220183486239,0.178342171364778,0.821657828635222
383,1e+05,49229,95207.2,5096,0.00315079,366,1266,904.462,4048.17,180714,942296,0.150309,0.0109405,0,0,417,13305,41854,528,2715,133,0,99538,-2106.24,0,-338546,0.182622492444421,0.817377507555579,0.241211769611487,0.758788230388513,0.162812210915819,0.837187789084181
384,1e+05,45154,94998.6,6031,0.00407305,504,1766,1575.96,7276.04,252958,1380030,0.318846,0.0195543,0,0,572,11529,38304,695,3540,207,0,99538,-3726.66,0,-338547,0.178034342521464,0.821965657478536,0.231352718078382,0.768647281921618,0.164108618654073,0.835891381345927
385,1e+05,45916,94902.8,9240,0.00693112,896,2966,2948.97,13967.5,341141,1851780,0.449399,0.0373689,0,0,995,11457,39226,1151,5657,348,0,99538,-6277.04,0,-338547,0.174325376393538,0.825674623606462,0.226052127932443,0.773947872067557,0.16906580493537,0.83093419506463
386,1e+05,53114,95046.6,15110,0.0120991,1548,5195,6641.32,31193.7,519579,2786940,0.610127,0.0835788,0,0,1742,13362,46309,1944,9463,602,0,99538,-10570.3,0,-338547,0.175533672243334,0.824466327756666,0.223927871160195,0.776072128839805,0.170421670903831,0.829578329096169
387,1e+05,65950,95645.6,25305,0.0218526,2907,9370,16789,80517.2,624262,3522890,0.919244,0.214957,0,0,3267,17791,59215,3508,16661,1180,0,99538,-20520.8,0,-338548,0.172537823900224,0.827462176099776,0.231033945406851,0.768966054593149,0.173930289057464,0.826069710942536
388,1e+05,78302,96555.9,39023,0.0381523,5109,15676,35244.3,173287,351438,2300280,1.0829,0.460672,0,0,5913,23642,72679,5780,27055,2029,0,99538,-35292,0,-338548,0.16901203800101,0.83098796199899,0.245450109529594,0.754549890470406,0.176031673519111,0.823968326480889
389,1e+05,84955,97157.3,49719,0.0557366,7206,20866,39443,199952,84092.1,686610,0.624456,0.528865,0,0,8554,27469,80644,7680,35457,2900,0,99538,-50508.8,0,-338548,0.164761168779632,0.835238831220368,0.254076753026926,0.745923246973074,0.178037415675638,0.821962584324362
390,1e+05,86195,97178.5,52698,0.061884,7704,21463,19226.8,102602,14737.7,135394,0.156914,0.269143,0,0,9378,27510,82666,7481,37360,3059,0,99538,-55087.5,0,-338548,0.157818184206033,0.842181815793967,0.249691402846355,0.750308597153645,0.166833924310341,0.833166075689659
391,1e+05,83487,96821,45924,0.0525993,5980,17764,4937.05,27997.1,4831.31,35613.4,0.0275101,0.0727579,0,0,7365,24311,79985,5459,30724,2233,0,99538,-40630.9,0,-338548,0.149906707779007,0.850093292220992,0.233096187773261,0.766903812226739,0.150871956443634,0.849128043556366
392,1e+05,78257,96388.9,30407,0.0304281,3390,9989,1055.81,6534.85,5673.97,30758.8,0.00881798,0.0167688,0,0,4160,19692,74296,2678,18165,1172,0,99538,-22421.6,0,-338549,0.139093306774378,0.860906693225622,0.209516108439375,0.790483891560625,0.128484383246174,0.871515616753826
393,1e+05,70541,95996.6,15291,0.0118137,1303,4206,411.422,2756.01,18243.4,88573.2,0.0105314,0.00699709,0,0,1593,15288,66010,1015,7941,394,0,99538,-7871.6,0,-338549,0.129891344155139,0.870108655844861,0.188048906492165,0.811951093507835,0.11333184457347,0.88666815542653
394,1e+05,61314,95656.9,7628,0.0044912,492,1717,379.1,2825.28,69263.3,337913,0.0343173,0.00707862,0,0,584,11755,56590,410,3690,162,0,99538,-2851.65,0,-338549,0.118306817543487,0.881693182456513,0.171995025239593,0.828004974760407,0.1,0.9
395,1e+05,53249,95366.9,5487,0.00310153,384,1218,502.848,4126.46,165210,852387,0.12571,0.0102263,0,0,451,9185,48816,313,2971,156,0,99538,-2696.64,0,-338549,0.108622714237203,0.891377285762797,0.158359338632093,0.841640661367907,0.0953105968331303,0.90468940316687
396,1e+05,48275,95138.8,6148,0.00401325,449,1619,836.354,7059.44,242404,1316930,0.291743,0.0174421,0,0,504,7784,44149,402,3733,169,0,99538,-3128.18,0,-338549,0.105923989404992,0.894076010595008,0.149885429303141,0.850114570696859,0.0972188633615478,0.902781136638452
397,1e+05,48133,95014,8753,0.00616041,812,2700,1612.98,13627.8,321110,1748980,0.429892,0.0336673,0,0,908,7484,44155,604,5631,319,0,99538,-5462.72,0,-338551,0.105833166019062,0.894166833980938,0.144929220163055,0.855070779836945,0.0968724939855654,0.903127506014435
398,1e+05,53559,95087.2,14170,0.0111103,1348,4749,3398.25,28899.5,485092,2599740,0.574138,0.0713471,0,0,1519,8221,49715,1008,9639,555,0,99538,-9658.9,0,-338551,0.105216307637529,0.894783692362471,0.141897956365645,0.858102043634355,0.0946745562130177,0.905325443786982
399,1e+05,65084,95585.2,23467,0.0195382,2471,8291,8344.8,75305,630876,3508040,0.861135,0.184787,0,0,2824,10584,61353,1833,16534,1011,0,99538,-17024.8,0,-338551,0.0997587561476537,0.900241243852346,0.14712873764544,0.85287126235456,0.0997985517504219,0.900201448249578
400,1e+05,77500,96453.3,37174,0.0346689,4550,14298,18688.9,169807,412695,2617000,1.09617,0.416401,0,0,5263,14374,74328,3299,27133,1873,0,99538,-33307.7,0,-338551,0.0991475146143762,0.900852485385624,0.162048206353859,0.837951793646141,0.108405625657203,0.891594374342797
401,1e+05,84811,97115.1,48762,0.0526927,6808,20192,23651.7,220593,111470,877109,0.727517,0.539569,0,0,8031,17358,82422,4481,36568,2722,0,99538,-47757.3,0,-338552,0.0968360828300471,0.903163917169953,0.173962717979555,0.826037282020445,0.109162220760554,0.890837779239446
402,1e+05,86677,97218.9,53107,0.0612327,7517,21418,13366.6,129177,19371.8,178016,0.206772,0.314911,0,0,9122,17907,84787,4672,39479,2931,0,99538,-52784.7,0,-338552,0.0937720108093243,0.906227989190676,0.174372407346096,0.825627592653904,0.105818667753845,0.894181332246155
403,1e+05,84636,96897.9,47706,0.0539675,6326,18333,3701.89,37944.5,5364.87,41879.8,0.036287,0.0920041,0,0,7786,16012,82727,3557,33776,2410,0,99538,-44502,0,-338552,0.0888886167564584,0.911111383243542,0.162164899381197,0.837835100618803,0.0952776364074679,0.904722363592532
404,1e+05,79818,96465.7,33323,0.0338168,3747,11339,796.524,8624.77,5055.87,28456.1,0.00981114,0.0208125,0,0,4572,12997,77672,1852,21243,1282,0,99538,-23684.6,0,-338553,0.0845450741692171,0.915454925830783,0.143345575665332,0.856654424334668,0.0801905174280147,0.919809482571985
405,1e+05,72775,96064.9,17503,0.0136726,1459,4735,262.415,3109.26,14493,70921,0.00933552,0.00744831,0,0,1788,10064,70256,708,9635,479,0,99538,-9082.69,0,-338553,0.0778292688352229,0.922170731164777,0.125298804780876,0.874701195219123,0.0684520932031326,0.931547906796867
406,1e+05,64042,95716.1,8270,0.00507801,557,1909,217.048,2775.33,56701.3,275061,0.0273067,0.00661027,0,0,680,7616,61390,268,4238,181,0,99538,-3116.38,0,-338554,0.0725336170764522,0.927466382923548,0.110367214445121,0.889632785554879,0.0594762538837106,0.940523746116289
407,1e+05,55647,95416.7,5603,0.00308591,333,1206,260.207,3922.51,148858,759854,0.103665,0.00923978,0,0,375,5884,53019,199,3094,112,0,99538,-1966.02,0,-338554,0.0622100419416374,0.937789958058363,0.0998930444968847,0.900106955503115,0.0604312177345885,0.939568782265412
408,1e+05,49940,95175,5829,0.00368172,430,1474,423.701,6597.38,231722,1251660,0.263363,0.0155098,0,0,476,4835,47509,217,3570,163,0,99538,-2858.19,0,-338554,0.0603469750598234,0.939653024940177,0.0923697080849763,0.907630291915024,0.0573012939001848,0.942698706099815
409,1e+05,48559,95025.7,8136,0.00554986,668,2330,745.219,12627.3,303784,1659210,0.410246,0.0295402,0,0,754,4405,46341,297,5344,249,0,99538,-4443.86,0,-338554,0.0557276456290696,0.94427235437093,0.086804871319907,0.913195128680093,0.0526502393192696,0.94734976068073
410,1e+05,52567,95045.4,12918,0.00986527,1242,4265,1555.98,25763.3,451328,2420550,0.542771,0.0603492,0,0,1410,4682,50402,463,9056,515,0,99538,-8863.04,0,-338554,0.0569553809617237,0.943044619038276,0.0849974584271295,0.915002541572871,0.0486395629793046,0.951360437020696
411,1e+05,62832,95443.3,21370,0.0170903,2309,7395,3386.64,65558.1,624952,3433450,0.803445,0.152302,0,0,2605,5617,60855,891,15433,949,0,99538,-15990.1,0,-338554,0.0491210787073822,0.950878921292618,0.0845017450956794,0.915498254904321,0.0545822102425876,0.945417789757412
412,1e+05,75675,96265.4,34500,0.0311934,4109,13095,8789.55,154569,472109,2908080,1.08888,0.360871,0,0,4729,7651,73942,1466,25782,1657,0,99538,-28164.6,0,-338554,0.0538052645545642,0.946194735445436,0.0937702989227017,0.906229701077298,0.0538021139166177,0.946197886083382
413,1e+05,84264,97006.4,47181,0.0491883,6385,19011,11850.1,229923,145796,1104240,0.826773,0.534104,0,0,7489,9513,82987,2339,36084,2613,0,99538,-45926.1,0,-338555,0.0490133104137723,0.950986689586228,0.102843243243243,0.897156756756757,0.0608749967467402,0.93912500325326
414,1e+05,86924,97208.2,53026,0.0597425,7440,21419,7584.6,154379,25799.2,234808,0.268456,0.357805,0,0,9034,10001,85927,2435,40695,3014,0,99538,-54534.2,0,-338555,0.0468290405992458,0.953170959400754,0.104255274789425,0.895744725210575,0.0564572223510318,0.943542777648968
415,1e+05,85300,96937.4,49305,0.0558615,6527,18829,2467.79,49633.1,6178.26,50794.3,0.0484433,0.115102,0,0,7994,9022,84371,1865,36297,2544,0,99538,-45971.4,0,-338555,0.0473656016240797,0.95263439837592,0.0966025290974698,0.90339747090253,0.0488706042660238,0.951129395733976
416,1e+05,80916,96510.1,36407,0.0368359,4130,12397,516.08,11304.7,4654.5,27382.7,0.0113345,0.0261142,0,0,5151,7315,79887,1057,24161,1455,0,99538,-26747.5,0,-338555,0.0436587094929438,0.956341290507056,0.0838856906951675,0.916114309304833,0.0419145055119359,0.958085494488064
417,1e+05,74114,96102.3,19572,0.0160176,1773,5561,144.918,3527.62,11609.8,57457.4,0.00855364,0.008113,0,0,2197,5611,72902,406,11343,563,0,99538,-11045.8,0,-338556,0.0394599048396504,0.96054009516035,0.0714658718938265,0.928534128106174,0.0345561324368031,0.965443867563197
418,1e+05,65365,95746.8,9145,0.00570471,628,2052,103.206,2767.75,45836,221458,0.0218706,0.00634208,0,0,765,4205,64025,150,4778,198,0,99538,-3574.72,0,-338556,0.0359483043278963,0.964051695672104,0.0616297816209878,0.938370218379012,0.0304383116883117,0.969561688311688
419,1e+05,56745,95439.1,5713,0.00302978,338,1197,125.592,3670.33,132032,666924,0.0844155,0.00838532,0,0,388,3188,55441,103,3186,106,0,99538,-1719.12,0,-338556,0.0330860328531514,0.966913967146849,0.0543758208395163,0.945624179160484,0.0313165095773791,0.968683490422621
420,1e+05,50453,95184.2,5584,0.0032949,396,1364,177.939,5950.09,220486,1182420,0.234297,0.013537,0,0,437,2586,49226,98,3483,134,0,99538,-2388.82,0,-338556,0.0290369056673851,0.970963094332615,0.0499112174785764,0.950088782521424,0.0273666573582798,0.97263334264172
421,1e+05,48091,95011.3,7539,0.00493196,576,2128,407.152,11011.5,288776,1580090,0.389757,0.025224,0,0,640,2408,46897,149,5010,224,0,99538,-3863.14,0,-338556,0.035656748274665,0.964343251725335,0.0488388601561708,0.951161139843829,0.028881566194999,0.971118433805001
422,1e+05,51094,94987.2,11472,0.00834611,1041,3631,779.998,22366.4,419482,2254250,0.515405,0.0511311,0,0,1161,2511,49911,268,8166,406,0,99538,-7146.98,0,-338557,0.0336984614193535,0.966301538580647,0.0478997367517454,0.952100263248255,0.0317761441783258,0.968223855821674
423,1e+05,60556,95287.4,19282,0.0149139,1845,6408,1807.01,54018.9,608358,3310770,0.748356,0.123322,0,0,2079,3136,59374,496,13889,785,0,99538,-13677.1,0,-338557,0.0323686617916304,0.96763133820837,0.0501679731243001,0.9498320268757,0.0344803614876608,0.965519638512339
424,1e+05,73346,96048.5,31491,0.0274195,3548,11662,4156.91,134361,525989,3156100,1.06372,0.305996,0,0,4024,4199,72268,805,23987,1442,0,99538,-24821.4,0,-338558,0.0300099099098449,0.969990090090155,0.054912576667059,0.945087423332941,0.0324701516618264,0.967529848338174
425,1e+05,82805,96853.6,44554,0.0446373,5616,17833,7228.91,222740,187527,1366940,0.916535,0.508031,0,0,6645,5513,81950,1242,34613,2260,0,99538,-40604,0,-338558,0.0314342925745919,0.968565707425408,0.0630323679727428,0.936967632027257,0.0346395202900572,0.965360479709943
426,1e+05,86486,97161,52090,0.0573752,7094,21024,5003.1,172337,34643.9,309622,0.342382,0.391777,0,0,8581,6002,85878,1559,40462,2830,0,99538,-50041.1,0,-338558,0.0282118934183526,0.971788106581647,0.0653243360905529,0.934675663909447,0.0371004973703624,0.962899502629638
427,1e+05,85725,96952.8,50195,0.0565626,6641,19616,1829.58,61724.5,7360.88,63219.2,0.0651165,0.140403,0,0,8175,5649,85181,1231,37721,2555,0,99538,-46872.2,0,-338558,0.0287877662614265,0.971212233738573,0.0621931080039635,0.937806891996037,0.0316029985623331,0.968397001437667
428,1e+05,81755,96537,38847,0.0400015,4457,13577,397.686,14440,4438.85,27470.8,0.0135586,0.0327787,0,0,5562,4616,81196,705,26546,1655,0,99538,-31071.2,0,-338559,0.0268024272787549,0.973197572721245,0.0537920104414301,0.94620798955857,0.0258706102528348,0.974129389747165
429,1e+05,75399,96123.9,21728,0.0184191,2028,6364,99.0439,4045.62,9419.6,47333.4,0.00812621,0.00915607,0,0,2488,3581,74725,305,12999,666,0,99538,-13043.7,0,-338559,0.0238967265837889,0.976103273416211,0.0457308507649478,0.954269149235052,0.02292543595911,0.97707456404089
430,1e+05,66888,95760.8,10228,0.00644456,678,2274,62.7617,2709.72,36677.2,176821,0.0177113,0.00612454,0,0,828,2649,66101,101,5447,209,0,99538,-4176.81,0,-338559,0.0226373721420776,0.977362627857922,0.0385309090909091,0.961469090909091,0.0182047584715213,0.981795241528479
431,1e+05,58003,95445.5,5845,0.00313429,363,1245,64.3334,3391.09,115192,576052,0.0680155,0.00763315,0,0,426,1997,57205,53,3175,128,0,99538,-2371.71,0,-338560,0.018618094674013,0.981381905325987,0.0337319685145772,0.966268031485423,0.0164188351920694,0.983581164807931
432,1e+05,51203,95180.1,5350,0.00301564,365,1262,99.884,5289.63,208361,1107980,0.205264,0.0119056,0,0,416,1638,50422,53,3302,127,0,99538,-2204.08,0,-338560,0.0185330254267825,0.981466974573218,0.0314636957356896,0.96853630426431,0.0157973174366617,0.984202682563338
433,1e+05,47937,94988.8,6809,0.00440108,554,1937,164.48,9762.8,275634,1508990,0.367881,0.0219296,0,0,642,1448,47219,89,4566,208,0,99538,-3871.3,0,-338560,0.0165684860304132,0.983431513969587,0.0297532208683502,0.97024677913165,0.0191192266380236,0.980880773361976
434,1e+05,49708,94927.1,10315,0.00730028,901,3129,432.229,19246,390302,2103590,0.491286,0.0434697,0,0,1015,1501,49011,132,7325,360,0,99538,-6380.18,0,-338560,0.0219648323027443,0.978035167697256,0.0297157111181501,0.97028428888185,0.0177014885342631,0.982298511465737
435,1e+05,57665,95140,16957,0.0128094,1549,5526,799.425,44420.2,583534,3153410,0.69732,0.0998915,0,0,1764,1733,56998,253,12398,646,0,99538,-10933,0,-338560,0.0176787180344817,0.982321281965518,0.0295074151640531,0.970492584835947,0.0199984190973046,0.980001580902695
436,1e+05,70363,95818.7,28402,0.0233832,3026,10222,2156.51,112437,570904,3346580,1.02434,0.253141,0,0,3452,2377,69733,442,21630,1233,0,99538,-21380.4,0,-338561,0.0188187795277411,0.981181220472259,0.0329635279434198,0.96703647205658,0.0200253715114172,0.979974628488583
437,1e+05,81006,96663.8,42233,0.0406588,5266,16562,3816.75,206854,236511,1660500,0.991585,0.465393,0,0,6096,3111,80506,711,32858,2051,0,99538,-36128.4,0,-338561,0.0181171330144313,0.981882866985569,0.0372053529784613,0.962794647021539,0.0211802555929578,0.978819744407042
438,1e+05,85982,97084.7,50860,0.0550788,6872,20612,3479.73,186999,46681.8,406819,0.4279,0.420798,0,0,8276,3637,85611,884,39600,2786,0,99538,-49495,0,-338561,0.0182683389373711,0.981731661062629,0.0407516134815346,0.959248386518465,0.0218357869775714,0.978164213022429
439,1e+05,85882,96954.5,50641,0.0564047,6774,19704,1315.83,75891.2,9043.97,80332.3,0.0876874,0.170563,0,0,8308,3551,85507,824,38448,2686,0,99538,-47770.2,0,-338561,0.0170428780902464,0.982957121909753,0.0398728918233062,0.960127108176694,0.0209818700346303,0.97901812996537
440,1e+05,82190,96556.3,40844,0.0426653,4791,14519,304.024,18380.9,4393.76,28755.1,0.016734,0.0412782,0,0,5966,3003,81809,532,28640,1792,0,99538,-32997.4,0,-338561,0.0162710857159494,0.983728914284051,0.0354077253218884,0.964592274678112,0.0182366652954888,0.981763334704511
441,1e+05,76189,96140.5,24115,0.0209129,2384,7272,76.8038,4709.4,7775.13,39851.1,0.00802331,0.0105732,0,0,2958,2349,75742,249,14771,757,0,99538,-14249,0,-338561,0.0160469138401503,0.98395308615985,0.0300802909426182,0.969919709057382,0.016577896138482,0.983422103861518
442,1e+05,67868,95770.1,11540,0.00756726,825,2680,40.4813,2666.8,29136.2,140453,0.0145702,0.00598053,0,0,1002,1756,67384,81,6137,268,0,99538,-5421.24,0,-338561,0.0149527498306142,0.985047250169386,0.0253977437084177,0.974602256291582,0.0130266966870376,0.986973303312962
443,1e+05,58801,95448.2,6076,0.00331255,399,1336,39.7322,3153.52,98826,489634,0.0543603,0.00705399,0,0,458,1318,58314,39,3297,135,0,99538,-2464.39,0,-338561,0.0124425499495467,0.987557450050453,0.0221022269922189,0.977897773007781,0.0116906474820144,0.988309352517986
444,1e+05,51663,95174.9,5193,0.00302431,329,1271,57.7242,4853.05,195127,1027850,0.177028,0.010848,0,0,369,1036,51188,38,3107,118,0,99538,-2304.89,0,-338562,0.0117546027671156,0.988245397232884,0.0198376225490196,0.98016237745098,0.0120826709062003,0.9879173290938
445,1e+05,47873,94972.2,6508,0.00408768,475,1726,130.295,8910,263865,1443200,0.344277,0.0199703,0,0,522,916,47415,60,4366,174,0,99538,-3000.57,0,-338562,0.0144126933910896,0.98558730660891,0.0189526390929217,0.981047360907078,0.0135562584726615,0.986443741527338
446,1e+05,48885,94886.6,9879,0.00689167,877,3060,266.479,17265.8,364161,1969550,0.469575,0.0387293,0,0,975,932,48433,79,6920,345,0,99538,-5889.25,0,-338563,0.0151993360361194,0.984800663963881,0.0188797731186063,0.981120226881394,0.0112873267609659,0.988712673239034
447,1e+05,56135,95059.8,15930,0.0119261,1559,5234,512.068,39983.1,553108,2974780,0.651148,0.089455,0,0,1768,1095,55691,165,11720,627,0,99538,-10806.2,0,-338563,0.0126451629982125,0.987354837001787,0.0192829218469341,0.980717078153066,0.0138830458561212,0.986116954143879
448,1e+05,68586,95687.9,26579,0.0217793,2831,9555,1288.34,101334,604179,3469980,0.974842,0.226698,0,0,3197,1492,68130,283,20068,1181,0,99538,-20596.5,0,-338563,0.0125541865445672,0.987445813455433,0.021430007756169,0.978569992243831,0.0139059505675397,0.98609404943246
449,1e+05,79896,96563.4,40505,0.0381358,4880,15546,2669.11,200995,291781,1975990,1.04785,0.44991,0,0,5702,2089,79515,460,31487,2039,0,99538,-35404.6,0,-338564,0.013105450930947,0.986894549069053,0.0255992353316014,0.974400764668399,0.0143988480921526,0.985601151907847
450,1e+05,85630,97077.3,50187,0.0531212,6740,20236,2483.71,205265,62828.9,531014,0.523046,0.458949,0,0,8083,2435,85380,585,39342,2676,0,99538,-47542.2,0,-338564,0.011955357027247,0.988044642972753,0.0277287479360018,0.972271252063998,0.0146517394244496,0.98534826057555
451,1e+05,86189,97018.3,51641,0.0572894,6873,20098,1123.14,92977.1,11415.3,103706,0.117733,0.207886,0,0,8395,2410,85983,576,39893,2680,0,99538,-47247.2,0,-338564,0.0119355699836685,0.988064430016331,0.0272646024006426,0.972735397599357,0.0142331167066149,0.985766883293385
452,1e+05,83174,96638.9,43053,0.0453453,5167,15534,276.424,23720.6,4519.21,31379.4,0.0212183,0.0530135,0,0,6382,2089,82953,371,31137,1929,0,99538,-35245.3,0,-338564,0.0115190950344509,0.988480904965549,0.0245643329178524,0.975435667082148,0.0117747873555922,0.988225212644408
453,1e+05,77454,96216.7,26912,0.0244203,2745,8513,61.9498,5693.61,6557.42,34462.6,0.00824396,0.0127147,0,0,3387,1635,77206,180,16980,915,0,99538,-17257.6,0,-338564,0.0107634708269385,0.989236529173061,0.020737940919065,0.979262059080935,0.0104895104895105,0.989510489510489
454,1e+05,69289,95838.1,12899,0.00883859,992,3251,28.5856,2754.67,23056.3,111395,0.0122334,0.00614839,0,0,1175,1235,68992,61,7174,305,0,99538,-5553.41,0,-338564,0.0102705622868414,0.989729437713159,0.0175858288122802,0.98241417118772,0.00843123704215619,0.991568762957844
455,1e+05,60187,95507.9,6601,0.00358783,390,1359,27.6516,2974.55,83391.4,409741,0.0432262,0.00663197,0,0,460,884,59873,33,3539,136,0,99538,-2655.05,0,-338564,0.0092104407645376,0.990789559235462,0.0145497638132232,0.985450236186777,0.00923852183650616,0.990761478163494
456,1e+05,52484,95224.4,5087,0.0026982,305,1137,40.3867,4386.65,180714,942296,0.150309,0.00977945,0,0,341,692,52178,24,3039,114,0,99538,-2048.36,0,-338564,0.0091227389192414,0.990877261080759,0.0130887081520711,0.986911291847929,0.00783545543584721,0.992164544564153
457,1e+05,47867,95000.9,5917,0.0037263,419,1599,65.6709,7544.07,252958,1380030,0.318846,0.0168101,0,0,470,595,47577,32,3901,159,0,99538,-2923.44,0,-338566,0.0086298470424926,0.991370152957507,0.0123515735281907,0.987648426471809,0.00813628273582507,0.991863717264175
458,1e+05,47756,94880.5,8512,0.00575336,706,2452,139.245,14629.5,341141,1851780,0.449399,0.0326248,0,0,789,590,47494,55,5939,256,0,99538,-4490.52,0,-338566,0.00942835697955378,0.990571643020446,0.0122701938274686,0.987729806172531,0.00917584250917584,0.990824157490824
459,1e+05,53546,94963,14064,0.0101904,1289,4590,316.364,31379.5,519579,2786940,0.610127,0.070017,0,0,1446,689,53265,90,10257,490,0,99538,-8328.45,0,-338566,0.00998123919259623,0.990018760807404,0.012770137524558,0.987229862475442,0.00869817338358945,0.991301826616411
460,1e+05,65374,95481.3,23404,0.018489,2436,8113,786.587,81921.9,624261,3522890,0.919244,0.182706,0,0,2771,954,65092,183,17452,975,0,99538,-16508.6,0,-338566,0.00951035411879799,0.990489645881202,0.0144444780910275,0.985555521908973,0.0103770910121917,0.989622908987808
461,1e+05,77460,96344.9,36874,0.0331747,4392,14075,1661.5,176573,351438,2300280,1.0829,0.393736,0,0,5033,1335,77201,290,28647,1819,0,99538,-31246.2,0,-338566,0.00932198872833262,0.990678011271667,0.0169985739024142,0.983001426097586,0.0100217714344956,0.989978228565504
462,1e+05,84660,96953.6,48173,0.0502016,6402,19434,2002.6,205936,84092.1,686609,0.624456,0.459361,0,0,7555,1708,84449,402,37817,2607,0,99538,-46644.7,0,-338567,0.00963072753206956,0.99036927246793,0.019824274289959,0.980175725710041,0.0105183285800256,0.989481671419974
463,1e+05,86012,96994.6,51536,0.0561369,6776,20142,940.424,108658,14737.7,135394,0.156914,0.242121,0,0,8223,1756,85843,450,40006,2637,0,99538,-47810.5,0,-338567,0.0085806343346689,0.991419365665331,0.020045890934828,0.979954109065172,0.0111231955704963,0.988876804429504
464,1e+05,83491,96652.5,44915,0.0477253,5419,16563,264.681,29897.9,4831.3,35613.4,0.0275101,0.0666341,0,0,6697,1522,83320,293,32820,1984,0,99538,-36509,0,-338567,0.00877514427561753,0.991224855724382,0.017939228212442,0.982060771787558,0.00884848850904479,0.991151511490955
465,1e+05,78248,96230.6,29498,0.0273085,3067,9537,58.8619,6960.18,5673.97,30758.8,0.00881798,0.0155057,0,0,3764,1198,78046,133,19006,1045,0,99538,-20056.5,0,-338567,0.00838603057776304,0.991613969422237,0.0151178638130332,0.984882136186967,0.00694916139819217,0.993050838601808
466,1e+05,70489,95845,14595,0.0103054,1149,3737,20.7097,2860.13,18243.4,88573.2,0.0105314,0.00636389,0,0,1396,938,70256,54,8146,349,0,99538,-6881.59,0,-338568,0.00718877207919622,0.992811227920804,0.0131752675787285,0.986824732421271,0.00658536585365854,0.993414634146341
467,1e+05,61458,95508,7026,0.00389414,470,1501,16.3484,2782.06,69263.3,337913,0.0343173,0.00618179,0,0,554,705,61199,24,3687,165,0,99538,-3055.52,0,-338568,0.00584203506536073,0.994157964934639,0.0113886017058671,0.988611398294133,0.00646725949878739,0.993532740501213
468,1e+05,53295,95216.7,5044,0.00274522,318,1131,24.6697,3944.74,165210,852387,0.12571,0.00876853,0,0,354,535,53056,14,2991,117,0,99538,-1999.45,0,-338568,0.00621495432935532,0.993785045670645,0.00998301953686253,0.990016980463137,0.00465890183028286,0.995341098169717
469,1e+05,48077,94984,5494,0.0032404,356,1364,56.6758,6864.8,242404,1316930,0.291743,0.0152897,0,0,428,456,47851,24,3591,153,0,99538,-2699.53,0,-338568,0.00818839820259142,0.991811601797409,0.00943962572712029,0.99056037427288,0.00663900414937759,0.993360995850622
