"Setting","Factor","First","Effect","MAX","MIN","EIR","Resistance_level","Treatment_access","Dosage","Seasonality","sum_first"
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","Diagnostic",0,"First",0.00333075492041765,-0.0102295681874478,10,18,0.5,0,"sesonality1",0.988288803851452
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","Fitness",0.527963324317417,"Total",0.532158701598831,0.523713874543691,10,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","IC50_S",0.0077167676353303,"Total",0.00779341965287995,0.00763609390520301,10,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","half_life",0.461428313582012,"Total",0.465195385122873,0.457614351792694,10,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","MKR",0.00505241638964248,"Total",0.00510791601553987,0.00499648365994783,10,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.5_Resistance_18_Dosage_0","Diagnostic",0.001659225806699,"Total",0.00167688606978521,0.0016414188014784,10,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","Fitness",0.706683600540024,"First",0.697802720989093,0.692772414203057,500,18,0.5,0,"sesonality1",0.983792926285674
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","IC50_S",0.00290882430126485,"First",0.00957267088883895,-0.00363001189815173,500,18,0.5,0,"sesonality1",0.983792926285674
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","half_life",0.290407575158711,"First",0.29113771534221,0.2803797664743,500,18,0.5,0,"sesonality1",0.983792926285674
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","MKR",0,"First",0.00550885251245706,-0.00759375374248672,500,18,0.5,0,"sesonality1",0.983792926285674
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","Diagnostic",0,"First",0.00242207669934376,-0.0107155723431143,500,18,0.5,0,"sesonality1",0.983792926285674
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","Fitness",0.702009400760634,"Total",0.707312874452443,0.696609637135152,500,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","IC50_S",0.00883797834401229,"Total",0.00893086771077629,0.00874662184687436,500,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","half_life",0.293526326487845,"Total",0.295915451607011,0.291013242631735,500,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","MKR",0.00394727296786588,"Total",0.00398419713913027,0.00391008920190994,500,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.5_Resistance_18_Dosage_0","Diagnostic",0.00125339947262997,"Total",0.00126750136467367,0.00123939442656525,500,18,0.5,0,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","Fitness",0.821494783208893,"First",0.810787389387633,0.807720455246899,5,7,0.04,4,"sesonality1",0.985096710623467
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","IC50_S",5.81009263180502e-05,"First",0.0063040473590447,-0.00635003665188867,5,7,0.04,4,"sesonality1",0.985096710623467
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","half_life",0.178447115864789,"First",0.181494239199418,0.170014941123911,5,7,0.04,4,"sesonality1",0.985096710623467
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","MKR",0,"First",0.00438615485135611,-0.00836763030262892,5,7,0.04,4,"sesonality1",0.985096710623467
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","Diagnostic",0,"First",0.00528382169384319,-0.00747559938990531,5,7,0.04,4,"sesonality1",0.985096710623467
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","Fitness",0.815231533020373,"Total",0.8208926722299,0.809653441346068,5,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","IC50_S",0.00697386399507072,"Total",0.0070636522739916,0.00688275429719676,5,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","half_life",0.181657398257667,"Total",0.183110086779965,0.180196362818793,5,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","MKR",0.00372387501414361,"Total",0.00376588016079882,0.00368321811751446,5,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_7_Dosage_4","Diagnostic",0.00604447602290054,"Total",0.00610741745825372,0.00597965880426909,5,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","Fitness",0.90644046823349,"First",0.897488790760368,0.895774429101205,10,7,0.04,4,"sesonality1",0.989166990617801
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","IC50_S",0,"First",0.00594988245140431,-0.00631675104812914,10,7,0.04,4,"sesonality1",0.989166990617801
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","half_life",0.0935595317665103,"First",0.0984207367857227,0.0867503397709651,10,7,0.04,4,"sesonality1",0.989166990617801
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","MKR",0,"First",0.00598988506675384,-0.00627351704862317,10,7,0.04,4,"sesonality1",0.989166990617801
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","Diagnostic",0,"First",0.00602884500983709,-0.00620375728996359,10,7,0.04,4,"sesonality1",0.989166990617801
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","Fitness",0.901623759334251,"Total",0.907469653080733,0.895694292921536,10,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","IC50_S",0.00377071455402728,"Total",0.00381615625455182,0.00372402066642208,10,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","half_life",0.0965707830799773,"Total",0.0973703372770501,0.095748133922985,10,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","MKR",0.00373539575669716,"Total",0.00377639672254228,0.00369451881841389,10,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_7_Dosage_4","Diagnostic",0.00508149809461554,"Total",0.00513332978523524,0.00502975683372534,10,7,0.04,4,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_4","Fitness",0.950934390301614,"First",0.94705612225283,0.946123412448602,500,7,0.04,4,"sesonality1",0.995430623158711
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_4","IC50_S",0.000389591872312758,"First",0.00655566117226237,-0.00572643292894015,500,7,0.04,4,"sesonality1",0.995430623158711
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_4","half_life",0.0485026127401243,"First",0.0542921562236701,0.0422876172331164,500,7,0.04,4,"sesonality1",0.995430623158711
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_4","MKR",0.000173405085948566,"First",0.00637704217668727,-0.00591030775259768,500,7,0.04,4,"sesonality1",0.995430623158711
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_4","Diagnostic",0,"First",0.00588220832592985,-0.00637768094751372,500,7,0.04,4,"sesonality1",0.995430623158711
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_7_Dosage_4","Fitness",0.94859443103647,"Total",0.954620204871438,0.94255556386918,500,7,0.04,4,"sesonality1",0
