"Setting","Factor","First","Effect","MAX","MIN","EIR","Resistance_level","Treatment_access","Dosage","Seasonality","sum_first"
"Spread_sesonality1_EIR_5_Access_0.04_Resistance_18_Dosage_0","Cmax/IC50",0.0154765655114554,"Total",0.0156735092970885,0.015282129224925,5,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","Fitness",0.969264591170376,"First",0.981199157040662,0.980774844921846,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","half-life_long",0.00397787857531378,"First",0.0114379512997951,-0.00329632252302741,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","MKR_long",0.00432211123733598,"First",0.0117161075164292,-0.00294234069642059,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","Diangostic",0.00455412744157438,"First",0.0119675376663261,-0.00264473952160037,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","IC50_S_short",0.00318782060422944,"First",0.0104647321029513,-0.00423589272385206,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","half-life_short",0.00330293108714477,"First",0.0105335737628331,-0.00407812286902858,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","MKR_short",0.00325439512492205,"First",0.010555194653213,-0.00414748764904948,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","Cmax/IC50",0.00813614475910398,"First",0.0157762282336864,0.000708495109250928,10,18,0.04,0,"sesonality1",1.01209624217013
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","Fitness",0.981831835461546,"Total",0.989103510489372,0.974503750734154,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","half-life_long",0.00240024484910771,"Total",0.00243614618371576,0.00236411909140257,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","MKR_long",0.00314698755580931,"Total",0.00320226792620835,0.00309028159926865,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","Diangostic",0.00662744618334567,"Total",0.00672009854618693,0.00653612637897964,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","IC50_S_short",0.00179261460629981,"Total",0.00181861023548465,0.00176605137105916,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","half-life_short",0.00157520940235281,"Total",0.00159536999444866,0.00155542389443225,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","MKR_short",0.00235483107490629,"Total",0.00238988149800859,0.00232054980300707,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_10_Access_0.04_Resistance_18_Dosage_0","Cmax/IC50",0.00865747135266757,"Total",0.0087892179207157,0.00852565236522606,10,18,0.04,0,"sesonality1",0
"Spread_sesonality1_EIR_500_Access_0.04_Resistance_18_Dosage_0","Fitness",0.987558261014696,"First",0.984814525513373,0.984460619251841,500,18,0.04,0,"sesonality1",0.997032863265961
